id;courseId;traineeId;traineeNumber;instructorId;instructorNumber;activityType;courseDate;oldButeeDate
172;4089;1682;12517;249;7824;HF;2021-11-15 12:00:00;12/31/2022
173;4129;1682;12517;402;8369;HF;2022-11-14 12:00:00;12/31/2023
174;4180;1682;12517;1606;12322;HF;2023-11-27 12:00:00;12/31/2024
175;4195;7070;44698;1606;12322;HF;2022-11-09 12:00:00;11/30/2023
176;4220;7070;44698;1606;12322;HF;2023-10-02 12:00:00;11/30/2024
177;4206;280;8219;730;8985;HF;2022-05-09 12:00:00;6/30/2023
178;4246;280;8219;1606;12322;HF;2022-10-03 12:00:00;10/31/2023
179;4220;280;8219;1606;12322;HF;2023-10-02 12:00:00;10/31/2024
180;4125;536;8741;72;6437;HF;2021-11-01 12:00:00;11/30/2022
181;4203;536;8741;730;8985;HF;2022-10-31 12:00:00;11/30/2023
182;4220;536;8741;1606;12322;HF;2023-10-02 12:00:00;11/30/2024
183;4128;116;7283;72;6437;HF;2021-09-27 12:00:00;11/30/2022
184;4072;116;7283;1606;12322;HF;2022-11-07 12:00:00;11/30/2023
185;4220;116;7283;1606;12322;HF;2023-10-02 12:00:00;11/30/2024
186;4179;460;8694;249;7824;HF;2021-04-19 12:00:00;6/30/2022
187;4122;460;8694;1606;12322;HF;2022-05-30 12:00:00;6/30/2023
188;4088;460;8694;1606;12322;HF;2023-05-15 12:00:00;6/30/2024
189;4176;1710;12536;249;7824;HF;2022-01-17 12:00:00;2/28/2023
190;4148;1710;12536;1606;12322;HF;2022-12-12 12:00:00;2/29/2024
191;4116;1710;12536;1606;12322;HF;2024-01-29 12:00:00;2/28/2025
192;4083;2456;12878;249;7824;HF;2021-11-29 12:00:00;1/31/2023
193;4148;2456;12878;1606;12322;HF;2022-12-12 12:00:00;1/31/2024
194;4116;2456;12878;1606;12322;HF;2024-01-29 12:00:00;1/31/2025
195;4090;1776;12549;402;8369;HF;2021-10-18 12:00:00;11/30/2022
196;4203;1776;12549;730;8985;HF;2022-10-31 12:00:00;11/30/2023
197;4220;1776;12549;1606;12322;HF;2023-10-02 12:00:00;11/30/2024
198;4125;933;9902;72;6437;HF;2021-11-01 12:00:00;11/30/2022
199;4097;933;9902;730;8985;HF;2022-11-21 12:00:00;11/30/2023
200;4220;933;9902;1606;12322;HF;2023-10-02 12:00:00;11/30/2024
201;4096;2287;12652;72;6437;HF;2021-02-08 12:00:00;2/28/2022
202;4170;2287;12652;730;8985;HF;2023-01-23 12:00:00;1/31/2024
203;4231;2287;12652;1606;12322;HF;2023-12-18 12:00:00;1/31/2025
204;4125;2445;12795;72;6437;HF;2021-11-01 12:00:00;12/31/2022
205;4203;2445;12795;730;8985;HF;2022-10-31 12:00:00;12/31/2023
206;4180;2445;12795;1606;12322;HF;2023-11-27 12:00:00;12/31/2024
207;4224;419;8564;402;8369;HF;2021-12-23 12:00:00;1/31/2023
208;4155;419;8564;730;8985;HF;2022-11-16 12:00:00;1/31/2024
209;4116;419;8564;1606;12322;HF;2024-01-29 12:00:00;1/31/2025
210;4201;418;8562;249;7824;HF;2021-06-28 12:00:00;6/30/2022
211;4191;418;8562;730;8985;HF;2022-04-25 12:00:00;6/30/2023
212;4088;418;8562;1606;12322;HF;2023-05-15 12:00:00;6/30/2024
213;4227;58;5713;72;6437;HF;2021-05-17 12:00:00;6/30/2022
214;4184;58;5713;402;8369;HF;2022-06-06 12:00:00;6/30/2023
215;4088;58;5713;1606;12322;HF;2023-05-15 12:00:00;6/30/2024
216;4132;2601;22278;1606;12322;HF;2021-12-11 12:00:00;12/31/2022
217;4141;2601;22278;402;8369;HF;2022-10-24 12:00:00;12/31/2023
218;4180;2601;22278;1606;12322;HF;2023-11-27 12:00:00;12/31/2024
219;4132;2600;22277;1606;12322;HF;2021-12-11 12:00:00;12/31/2022
220;4141;2600;22277;402;8369;HF;2022-10-24 12:00:00;12/31/2023
221;4180;2600;22277;1606;12322;HF;2023-11-27 12:00:00;12/31/2024
222;4193;281;8220;402;8369;HF;2022-06-20 12:00:00;6/30/2023
223;4133;281;8220;402;8369;HF;2023-02-08 12:00:00;2/29/2024
224;4231;281;8220;1606;12322;HF;2023-12-18 12:00:00;2/28/2025
225;4090;509;8730;402;8369;HF;2021-10-18 12:00:00;11/30/2022
226;4129;509;8730;402;8369;HF;2022-11-14 12:00:00;11/30/2023
227;4220;509;8730;1606;12322;HF;2023-10-02 12:00:00;11/30/2024
228;4163;1843;12560;402;8369;HF;2021-05-31 12:00:00;6/30/2022
229;4134;1843;12560;402;8369;HF;2022-04-04 12:00:00;6/30/2023
230;4088;1843;12560;1606;12322;HF;2023-05-15 12:00:00;6/30/2024
231;4251;1608;12324;249;7824;HF;2021-07-05 12:00:00;7/31/2022
232;4173;1608;12324;402;8369;HF;2022-06-27 12:00:00;7/31/2023
233;4088;1608;12324;1606;12322;HF;2023-05-15 12:00:00;7/31/2024
234;4095;1676;12515;249;7824;HF;2022-04-18 12:00:00;6/30/2023
235;4104;1676;12515;402;8369;HF;2022-09-26 12:00:00;9/30/2023
236;4171;1676;12515;1606;12322;HF;2023-04-25 12:00:00;4/30/2024
237;4181;1976;12583;249;7824;HF;2021-05-03 12:00:00;6/30/2022
238;4247;1976;12583;402;8369;HF;2022-06-13 12:00:00;6/30/2023
239;4088;1976;12583;1606;12322;HF;2023-05-15 12:00:00;6/30/2024
240;4090;117;7284;402;8369;HF;2021-10-18 12:00:00;10/31/2022
241;4098;117;7284;249;7824;HF;2022-09-19 12:00:00;10/31/2023
242;4220;117;7284;1606;12322;HF;2023-10-02 12:00:00;10/31/2024
243;4252;1863;12563;249;7824;HF;2021-05-10 12:00:00;6/30/2022
244;4142;1863;12563;249;7824;HF;2022-05-16 12:00:00;6/30/2023
245;4088;1863;12563;1606;12322;HF;2023-05-15 12:00:00;6/30/2024
246;4162;2388;12735;249;7824;HF;2021-09-20 12:00:00;9/30/2022
247;4239;2388;12735;730;8985;HF;2022-09-12 12:00:00;9/30/2023
248;4220;2388;12735;1606;12322;HF;2023-10-02 12:00:00;10/31/2024
249;4178;7052;22701;1608;12324;HF;2023-05-12 12:00:00;5/31/2024
250;4178;6932;22703;1608;12324;HF;2023-05-12 12:00:00;5/31/2024
251;4178;6934;22709;1608;12324;HF;2023-05-12 12:00:00;5/31/2024
252;4110;7053;22711;1608;12324;HF;2023-07-19 12:00:00;7/31/2024
253;4110;7054;22712;1608;12324;HF;2023-07-19 12:00:00;7/31/2024
254;4110;6914;22714;1608;12324;HF;2023-07-19 12:00:00;7/31/2024
255;4112;2063;12592;402;8369;HF;2021-10-25 12:00:00;11/30/2022
256;4137;2063;12592;1606;12322;HF;2022-10-17 12:00:00;11/30/2023
257;4092;2063;12592;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
258;4195;7062;44653;1606;12322;HF;2022-11-09 12:00:00;11/30/2023
259;4092;7062;44653;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
260;4184;2219;12621;402;8369;HF;2022-06-06 12:00:00;7/31/2023
261;4072;2219;12621;1606;12322;HF;2022-11-07 12:00:00;11/30/2023
262;4092;2219;12621;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
263;4195;7071;44705;1606;12322;HF;2022-11-09 12:00:00;11/30/2023
264;4092;7071;44705;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
265;4099;6919;44467;1606;12322;HF;2022-09-14 12:00:00;9/30/2023
266;4077;6919;44467;1608;12324;HF;2023-09-11 12:00:00;9/30/2024
267;4137;6940;44521;1606;12322;HF;2022-10-17 12:00:00;10/31/2023
268;4115;6940;44521;1608;12324;HF;2023-10-16 12:00:00;10/31/2024
269;4137;6941;44525;1606;12322;HF;2022-10-17 12:00:00;10/31/2023
270;4092;6941;44525;1608;12324;HF;2023-10-30 12:00:00;10/31/2024
271;4119;6942;44526;1606;12322;HF;2022-12-05 12:00:00;12/31/2023
272;4115;6942;44526;1608;12324;HF;2023-10-16 12:00:00;12/31/2024
273;4195;7057;44665;1606;12322;HF;2022-11-09 12:00:00;11/30/2023
274;4092;7057;44665;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
275;4121;218;7809;730;8985;HF;2022-01-31 12:00:00;2/28/2023
276;4246;218;7809;1606;12322;HF;2022-10-03 12:00:00;10/31/2023
277;4077;218;7809;1608;12324;HF;2023-09-11 12:00:00;10/31/2024
278;4184;291;8223;402;8369;HF;2022-06-06 12:00:00;7/31/2023
279;4246;291;8223;1606;12322;HF;2022-10-03 12:00:00;10/31/2023
280;4077;291;8223;1608;12324;HF;2023-09-11 12:00:00;10/31/2024
281;4193;1917;12571;402;8369;HF;2022-06-20 12:00:00;7/31/2023
282;4072;1917;12571;1606;12322;HF;2022-11-07 12:00:00;11/30/2023
283;4092;1917;12571;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
284;4184;2047;12591;402;8369;HF;2022-06-06 12:00:00;7/31/2023
285;4072;2047;12591;1606;12322;HF;2022-11-07 12:00:00;11/30/2023
286;4092;2047;12591;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
287;4112;2161;12610;402;8369;HF;2021-10-25 12:00:00;10/31/2022
288;4072;2161;12610;1606;12322;HF;2022-11-07 12:00:00;11/30/2023
289;4092;2161;12610;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
290;4074;2221;12623;402;8369;HF;2021-10-04 12:00:00;12/31/2022
291;4072;2221;12623;1606;12322;HF;2022-11-07 12:00:00;12/31/2023
292;4109;2221;12623;1608;12324;HF;2023-12-08 12:00:00;12/31/2024
293;4149;1473;12300;249;7824;HF;2021-12-06 12:00:00;12/31/2022
294;4072;1473;12300;1606;12322;HF;2022-11-07 12:00:00;12/31/2023
295;4115;1473;12300;1608;12324;HF;2023-10-16 12:00:00;12/31/2024
296;4200;249;7824;;1001;HF;2021-12-07 12:00:00;12/31/2022
297;4203;249;7824;730;8985;HF;2022-10-31 12:00:00;12/31/2023
298;4077;249;7824;1608;12324;HF;2023-09-11 12:00:00;9/30/2024
299;4200;72;6437;;1001;HF;2021-12-07 12:00:00;12/31/2022
300;4097;72;6437;730;8985;HF;2022-11-21 12:00:00;12/31/2023
301;4092;72;6437;1608;12324;HF;2023-10-30 12:00:00;12/31/2024
302;4125;147;7295;72;6437;HF;2021-11-01 12:00:00;11/30/2022
303;4097;147;7295;730;8985;HF;2022-11-21 12:00:00;11/30/2023
304;4115;147;7295;1608;12324;HF;2023-10-16 12:00:00;11/30/2024
305;4091;459;8692;72;6437;HF;2021-11-08 12:00:00;11/30/2022
306;4097;459;8692;730;8985;HF;2022-11-21 12:00:00;11/30/2023
307;4115;459;8692;1608;12324;HF;2023-10-16 12:00:00;11/30/2024
308;4227;2224;12626;72;6437;HF;2021-05-17 12:00:00;6/30/2022
309;4203;2224;12626;730;8985;HF;2022-10-31 12:00:00;10/31/2023
310;4077;2224;12626;1608;12324;HF;2023-09-11 12:00:00;10/31/2024
311;4112;776;9409;402;8369;HF;2021-10-25 12:00:00;11/30/2022
312;4140;776;9409;730;8985;HF;2022-11-28 12:00:00;11/30/2023
313;4115;776;9409;1608;12324;HF;2023-10-16 12:00:00;11/30/2024
314;4156;2239;12635;402;8369;HF;2021-11-22 12:00:00;12/31/2022
315;4140;2239;12635;730;8985;HF;2022-11-28 12:00:00;12/31/2023
316;4115;2239;12635;1608;12324;HF;2023-10-16 12:00:00;12/31/2024
317;4113;2301;12708;402;8369;HF;2021-06-08 12:00:00;6/30/2022
318;4191;2301;12708;730;8985;HF;2022-04-25 12:00:00;6/30/2023
319;4235;2301;12708;1608;12324;HF;2023-04-03 12:00:00;6/30/2024
320;4083;2326;12721;249;7824;HF;2021-11-29 12:00:00;1/31/2023
321;4203;2326;12721;730;8985;HF;2022-10-31 12:00:00;10/31/2023
322;4115;2326;12721;1608;12324;HF;2023-10-16 12:00:00;10/31/2024
323;4149;2444;12794;249;7824;HF;2021-12-06 12:00:00;1/31/2023
324;4203;2444;12794;730;8985;HF;2022-10-31 12:00:00;10/31/2023
325;4077;2444;12794;1608;12324;HF;2023-09-11 12:00:00;10/31/2024
326;4125;6937;6446;72;6437;HF;2021-11-01 12:00:00;11/30/2022
327;4157;6937;6446;402;8369;HF;2022-10-03 12:00:00;11/30/2023
328;4092;6937;6446;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
329;4128;485;8723;72;6437;HF;2021-09-27 12:00:00;11/30/2022
330;4129;485;8723;402;8369;HF;2022-11-14 12:00:00;11/30/2023
331;4092;485;8723;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
332;4225;510;8731;72;6437;HF;2021-06-07 12:00:00;6/30/2022
333;4184;510;8731;402;8369;HF;2022-06-06 12:00:00;6/30/2023
334;4235;510;8731;1608;12324;HF;2023-04-03 12:00:00;6/30/2024
335;4125;1586;12320;72;6437;HF;2021-11-01 12:00:00;11/30/2022
336;4141;1586;12320;402;8369;HF;2022-10-24 12:00:00;11/30/2023
337;4092;1586;12320;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
338;4125;1631;12327;72;6437;HF;2021-11-01 12:00:00;11/30/2022
339;4104;1631;12327;402;8369;HF;2022-09-26 12:00:00;11/30/2023
340;4077;1631;12327;1608;12324;HF;2023-09-11 12:00:00;11/30/2024
341;4090;1652;12511;402;8369;HF;2021-10-18 12:00:00;10/31/2022
342;4157;1652;12511;402;8369;HF;2022-10-03 12:00:00;10/31/2023
343;4077;1652;12511;1608;12324;HF;2023-09-11 12:00:00;10/31/2024
344;4083;934;9997;249;7824;HF;2021-11-29 12:00:00;12/31/2022
345;4129;934;9997;402;8369;HF;2022-11-14 12:00:00;12/31/2023
346;4092;934;9997;1608;12324;HF;2023-10-30 12:00:00;12/31/2024
347;4074;2591;22271;402;8369;HF;2021-10-04 12:00:00;10/31/2022
348;4157;2591;22271;402;8369;HF;2022-10-03 12:00:00;10/31/2023
349;4077;2591;22271;1608;12324;HF;2023-09-11 12:00:00;10/31/2024
350;4162;359;8326;249;7824;HF;2021-09-20 12:00:00;10/31/2022
351;4098;359;8326;249;7824;HF;2022-09-19 12:00:00;10/31/2023
352;4077;359;8326;1608;12324;HF;2023-09-11 12:00:00;10/31/2024
353;4162;2148;12608;249;7824;HF;2021-09-20 12:00:00;9/30/2022
354;4098;2148;12608;249;7824;HF;2022-09-19 12:00:00;9/30/2023
355;4077;2148;12608;1608;12324;HF;2023-09-11 12:00:00;9/30/2024
356;4174;1741;12543;249;7824;HF;2021-04-12 12:00:00;4/30/2022
